tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0031484,short,"Information Please: Series 1, No. 1","Information Please: Series 1, No. 1",0,1939,\N,10,"Drama,Short"
tt0031486,movie,Inquest,Inquest,0,1939,\N,60,"Crime,Mystery"
tt0031487,movie,Inside Information,Inside Information,0,1939,\N,62,Drama
tt0031489,movie,Inspector Hornleigh,Inspector Hornleigh,0,1939,\N,87,"Comedy,Mystery"
tt0031490,movie,Inspector Hornleigh on Holiday,Inspector Hornleigh on Holiday,0,1939,\N,90,"Comedy,Crime,Drama"
tt0031491,movie,Intermezzo,Intermezzo: A Love Story,0,1939,\N,70,"Drama,Romance"
tt0031493,movie,Invitation to Happiness,Invitation to Happiness,0,1939,\N,97,"Drama,Romance"
tt0031494,movie,Ireland's Border Line,Ireland's Border Line,0,1938,\N,68,Comedy
tt0031495,movie,Irish Luck,Irish Luck,0,1939,\N,58,"Music,Mystery,Romance"
tt0031496,movie,Irrtum des Herzens,Irrtum des Herzens,0,1939,\N,91,"Drama,Romance"
tt0031497,movie,Island of Lost Men,Island of Lost Men,0,1939,\N,63,"Crime,Drama,Mystery"
tt0031498,movie,Istrebiteli,Istrebiteli,0,1939,\N,96,"Adventure,Drama,War"
tt0031499,movie,It Could Happen to You,It Could Happen to You,0,1939,\N,70,"Comedy,Mystery"
tt0031500,movie,It's a Wonderful World,It's a Wonderful World,0,1939,\N,86,"Comedy,Crime,Mystery"
tt0031501,short,It's an Ill Wind,It's an Ill Wind,0,1939,\N,7,"Animation,Comedy,Family"
tt0031502,short,It's the Natural Thing to Do,It's the Natural Thing to Do,0,1939,\N,7,"Animation,Comedy,Family"
tt0031503,movie,I Accuse,J'accuse!,0,1938,\N,104,"Drama,Horror,Sci-Fi"
tt0031504,movie,Jail Birds,Jail Birds,0,1940,\N,73,"Comedy,Crime"
tt0031505,movie,Jamaica Inn,Jamaica Inn,0,1939,\N,108,"Adventure,Crime"
tt0031506,short,Jeepers Creepers,Jeepers Creepers,0,1939,\N,9,"Animation,Comedy,Family"
tt0031507,movie,Jesse James,Jesse James,0,1939,\N,106,"Drama,Western"
tt0031508,movie,Girls in Distress,Jeunes filles en détresse,0,1939,\N,90,"Comedy,Drama"
tt0031509,short,Jitterbug Follies,Jitterbug Follies,0,1939,\N,9,"Animation,Comedy,Family"
tt0031510,movie,Joe and Ethel Turp Call on the President,Joe and Ethel Turp Call on the President,0,1939,\N,70,Comedy
tt0031511,movie,Quick Millions,Quick Millions,0,1939,\N,62,Comedy
tt0031512,movie,The Jones Family in Hollywood,The Jones Family in Hollywood,0,1939,\N,60,"Adventure,Comedy,Romance"
tt0031514,movie,Le Jour Se Leve,Le jour se lève,0,1939,\N,93,"Crime,Drama,Romance"
tt0031515,short,Joy Scouts,Joy Scouts,0,1939,\N,11,"Comedy,Family,Short"
tt0031516,movie,Juarez,Juarez,0,1939,\N,125,"Biography,Drama,History"
tt0031517,movie,Judge Hardy and Son,Judge Hardy and Son,0,1939,\N,90,"Comedy,Family"
tt0031519,movie,Jumalan tuomio,Jumalan tuomio,0,1939,\N,99,Drama
tt0031520,movie,The Young Count,Der junge Graf,0,1935,\N,91,Comedy
tt0031522,movie,Just William,Just William,0,1940,\N,72,Comedy
tt0031523,short,Já Se Fabricam Automóveis em Portugal,Já Se Fabricam Automóveis em Portugal,0,1938,\N,11,"Documentary,Short"
tt0031524,movie,Das jüngste Gericht,Das jüngste Gericht,0,1940,\N,77,\N
tt0031525,movie,Kadettkamrater,Kadettkamrater,0,1939,\N,107,Drama
tt0031526,movie,Kalle på Spången,Kalle på Spången,0,1939,\N,95,"Comedy,Family,Musical"
tt0031527,movie,The Bangle,Kangan,0,1939,\N,139,"Drama,Romance"
tt0031528,movie,The Kansas Terrors,The Kansas Terrors,0,1939,\N,57,"Drama,Western"
tt0031529,movie,The Armchair,Karosszék,0,1939,\N,82,Comedy
tt0031530,movie,The Kid from Kokomo,The Kid from Kokomo,0,1939,\N,93,"Comedy,Romance"
tt0031532,movie,The Kid from Texas,The Kid from Texas,0,1939,\N,71,"Comedy,Romance,Sport"
tt0031533,movie,Kid Nightingale,Kid Nightingale,0,1939,\N,57,"Comedy,Music,Sport"
tt0031534,movie,King of Chinatown,King of Chinatown,0,1939,\N,57,"Action,Crime,Drama"
tt0031535,movie,King of the Turf,King of the Turf,0,1939,\N,88,"Drama,Romance,Sport"
tt0031536,movie,King of the Underworld,King of the Underworld,0,1939,\N,67,"Crime,Drama,Romance"
tt0031537,movie,Kitty and the World Conference,Kitty und die Weltkonferenz,0,1939,\N,97,Comedy
tt0031538,movie,Eine kleine Nachtmusik,Eine kleine Nachtmusik,0,1939,\N,86,"Music,Romance"
tt0031539,movie,The Wise Mother in Law,Die kluge Schwiegermutter,0,1939,\N,\N,"Comedy,Music"
tt0031540,movie,Kol Nidre,Kol Nidre,0,1939,\N,85,"Drama,Musical"
tt0031541,movie,Concert on the Screen,Kontsert na ekrane,0,1940,\N,\N,Music
tt0031543,short,Kristopher Kolumbus Jr.,Kristopher Kolumbus Jr.,0,1939,\N,8,"Animation,Comedy,Family"
tt0031544,movie,Two Girls on the Street,Két lány az uccán,0,1939,\N,79,"Comedy,Drama"
tt0031547,movie,The Lady and the Mob,The Lady and the Mob,0,1939,\N,66,"Action,Adventure,Comedy"
tt0031548,movie,Lady in Distress,A Window in London,0,1940,\N,77,"Crime,Drama,Thriller"
tt0031549,movie,Lady of the Tropics,Lady of the Tropics,0,1939,\N,92,Drama
tt0031550,movie,The Lady's from Kentucky,The Lady's from Kentucky,0,1939,\N,67,"Drama,Music,Romance"
tt0031552,short,Land of the Midnight Fun,Land of the Midnight Fun,0,1939,\N,8,"Animation,Comedy,Family"
tt0031553,movie,Landstormens lilla Lotta,Landstormens lilla Lotta,0,1939,\N,91,Comedy
tt0031554,movie,Lapatossu ja Vinski olympia-kuumeessa,Lapatossu ja Vinski olympia-kuumeessa,0,1939,\N,55,Comedy
tt0031555,movie,Laugh It Off,Laugh It Off,0,1939,\N,63,Musical
tt0031556,movie,The Law Comes to Texas,The Law Comes to Texas,0,1939,\N,61,"Drama,Western"
tt0031557,movie,Law of the Pampas,Law of the Pampas,0,1939,\N,72,"Drama,Western"
tt0031559,short,Leave Well Enough Alone,Leave Well Enough Alone,0,1939,\N,6,"Animation,Comedy,Family"
tt0031561,movie,Legion Condor,Legion Condor,0,1939,\N,\N,"Drama,War"
tt0031562,movie,Legion of Lost Flyers,Legion of Lost Flyers,0,1939,\N,63,Drama
tt0031563,movie,Linen for Ireland,Leinen aus Irland,0,1939,\N,98,"Comedy,Drama,Romance"
tt0031564,movie,Lenin in 1918,Lenin v 1918 godu,0,1939,\N,135,Drama
tt0031565,movie,Let Freedom Ring,Let Freedom Ring,0,1939,\N,87,"Drama,Musical,Romance"
tt0031566,movie,Let Us Live,Let Us Live,0,1939,\N,68,"Crime,Drama,Romance"
tt0031567,movie,Let's Be Famous,Let's Be Famous,0,1939,\N,83,Comedy
tt0031569,movie,Liebe - streng verboten!,Liebe - streng verboten!,0,1939,\N,98,"Comedy,Romance"
tt0031570,movie,The Desert Song,Das Lied der Wüste,0,1939,\N,87,Drama
tt0031571,movie,The Light Ahead,The Light Ahead,0,1939,\N,94,Drama
tt0031572,movie,The Light That Failed,The Light That Failed,0,1939,\N,99,"Adventure,Drama,Romance"
tt0031573,short,Lincoln in the White House,Lincoln in the White House,0,1939,\N,21,"Drama,History,Short"
tt0031575,movie,The Lion Has Wings,The Lion Has Wings,0,1939,\N,76,"Drama,War"
tt0031576,movie,Little Accident,Little Accident,0,1939,\N,65,"Adventure,Comedy,Romance"
tt0031577,short,Little Brother Rat,Little Brother Rat,0,1939,\N,7,"Animation,Comedy,Family"
tt0031578,short,The Little Goldfish,The Little Goldfish,0,1939,\N,8,"Animation,Short"
tt0031579,short,The Little Lion Hunter,The Little Lion Hunter,0,1939,\N,7,"Animation,Comedy,Family"
tt0031580,movie,The Little Princess,The Little Princess,0,1939,\N,93,"Comedy,Drama,Family"
tt0031581,movie,The Llano Kid,The Llano Kid,0,1939,\N,70,Western
tt0031583,movie,Lo vedi come sei... Lo vedi come sei?,Lo vedi come sei... Lo vedi come sei?,0,1939,\N,75,Comedy
tt0031585,movie,La loi du nord,La loi du nord,0,1939,\N,110,"Adventure,Drama"
tt0031586,movie,The Lone Ranger Rides Again,The Lone Ranger Rides Again,0,1939,\N,263,"Drama,Western"
tt0031588,short,The Lone Stranger and Porky,The Lone Stranger and Porky,0,1939,\N,7,"Animation,Comedy,Family"
tt0031589,movie,The Lone Wolf Spy Hunt,The Lone Wolf Spy Hunt,0,1939,\N,71,"Adventure,Mystery"
tt0031590,movie,Long Shot,Long Shot,0,1939,\N,69,"Drama,Music,Romance"
tt0031591,movie,Los de abajo,Los de abajo,0,1940,\N,89,"Drama,War"
tt0031592,movie,Louise,Louise,0,1939,\N,83,"Music,Musical,Romance"
tt0031593,movie,Love Affair,Love Affair,0,1939,\N,88,"Comedy,Drama,Romance"
tt0031595,movie,Lucky Night,Lucky Night,0,1939,\N,82,"Comedy,Drama"
tt0031596,movie,Lucky to Me,Lucky to Me,0,1939,\N,69,Comedy
tt0031597,movie,Lure of the Wasteland,Lure of the Wasteland,0,1939,\N,55,"Action,Drama,Western"
tt0031599,movie,Lying Lips,Lying Lips,0,1939,\N,80,"Drama,Music"
tt0031600,movie,Gambling Hell,"Macao, l'enfer du jeu",0,1942,\N,90,"Adventure,Drama"
tt0031601,short,The Mad Maestro,The Mad Maestro,0,1939,\N,8,"Animation,Comedy,Family"
tt0031602,movie,Made for Each Other,Made for Each Other,0,1939,\N,92,"Comedy,Drama,Romance"
tt0031603,movie,Made in Germany - Die dramatische Geschichte des Hauses Zeiss,Made in Germany,0,1957,\N,101,"Biography,Drama"
tt0031604,movie,The Magnificent Fraud,The Magnificent Fraud,0,1939,\N,78,"Crime,Drama,Mystery"
tt0031605,movie,Sincerity,Magokoro,0,1939,\N,67,Drama
tt0031608,movie,Maisie,Maisie,0,1939,\N,75,"Comedy,Drama"
tt0031609,movie,La malquerida,La malquerida,0,1940,\N,94,Drama
tt0031610,short,Mama's New Hat,Mama's New Hat,0,1939,\N,8,"Animation,Comedy,Family"
tt0031611,movie,Man About Town,Man About Town,0,1939,\N,85,"Comedy,Music,Romance"
tt0031612,movie,The Man from Down Under,The Man from Down Under,0,1943,\N,103,"Action,Comedy,Drama"
tt0031613,movie,The Man from Sundown,The Man from Sundown,0,1939,\N,58,"Drama,Music,Western"
tt0031614,movie,The Man They Could Not Hang,The Man They Could Not Hang,0,1939,\N,64,"Crime,Horror,Sci-Fi"
tt0031617,movie,The Man from Dakota,The Man from Dakota,0,1940,\N,75,"Drama,History,War"
tt0031618,movie,Man from Texas,Man from Texas,0,1939,\N,56,"Drama,Music,Western"
tt0031619,movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1939,\N,113,"Adventure,History,Romance"
tt0031620,movie,Man of Conquest,Man of Conquest,0,1939,\N,105,"History,War,Western"
tt0031621,movie,"Mandrake, the Magician","Mandrake, the Magician",0,1939,\N,215,"Action,Adventure,Crime"
tt0031623,movie,Ein Mann auf Abwegen,Ein Mann auf Abwegen,0,1940,\N,88,"Adventure,Comedy"
tt0031627,movie,Marguerite : 3,Marguerite : 3,0,1939,\N,98,Comedy
tt0031628,movie,Maria Ilona,Maria Ilona,0,1939,\N,94,"Drama,History"
tt0031630,movie,The Marshal of Mesa City,The Marshal of Mesa City,0,1939,\N,62,Western
tt0031634,movie,Me and My Pal,Me and My Pal,0,1939,\N,74,"Comedy,Musical"
tt0031635,movie,Meet Dr. Christian,Meet Doctor Christian,0,1939,\N,68,Drama
tt0031637,movie,Melodin från Gamla Stan,Melodin från Gamla Stan,0,1939,\N,75,Comedy
tt0031638,movie,Men Without Honour,Men Without Honour,0,1939,\N,59,Crime
tt0031639,movie,Mesquite Buckaroo,Mesquite Buckaroo,0,1939,\N,55,Western
tt0031640,movie,Mexicali Rose,Mexicali Rose,0,1939,\N,59,"Drama,Music,Western"
tt0031641,movie,Mexican Spitfire,Mexican Spitfire,0,1940,\N,67,Comedy
tt0031643,movie,Mickey the Kid,Mickey the Kid,0,1939,\N,68,Drama
tt0031644,movie,The Middle Watch,The Middle Watch,0,1940,\N,87,Comedy
tt0031645,movie,The Middleton Family at the New York World's Fair,The Middleton Family at the New York World's Fair,0,1939,\N,55,Drama
tt0031646,movie,Midnattssolens son,Midnattssolens son,0,1939,\N,81,Drama
tt0031647,movie,Midnight,Midnight,0,1939,\N,94,"Comedy,Romance"
tt0031648,movie,Midnight Shadow,Midnight Shadow,0,1939,\N,54,Mystery
tt0031650,movie,The Mikado,The Mikado,0,1939,\N,90,"Comedy,Musical"
tt0031652,movie,Million Dollar Legs,Million Dollar Legs,0,1939,\N,65,Comedy
tt0031654,movie,Minin i Pozharskiy,Minin i Pozharskiy,0,1939,\N,110,"Drama,History"
tt0031655,movie,The Minister's Friend,A miniszter barátja,0,1939,\N,95,Comedy
tt0031656,movie,Miracle on Main Street,Miracle on Main Street,0,1939,\N,78,Drama
tt0031657,movie,Miracles for Sale,Miracles for Sale,0,1939,\N,71,"Crime,Mystery"
tt0031658,short,"Miramar, Praia das Rosas","Miramar, Praia das Rosas",0,1938,\N,10,"Documentary,Short"
tt0031660,movie,Miseria e nobiltà,Miseria e nobiltà,0,1940,\N,62,\N
tt0031661,movie,Missing Daughters,Missing Daughters,0,1939,\N,59,"Action,Adventure,Crime"
tt0031662,movie,Missing Evidence,Missing Evidence,0,1939,\N,64,"Crime,Drama"
tt0031665,short,Money to Loan,Money to Loan,0,1939,\N,20,"Crime,Drama,Short"
tt0031666,short,The Monroe Doctrine,The Monroe Doctrine,0,1939,\N,22,"Drama,History,Romance"
tt0031667,short,Mooching Through Georgia,Mooching Through Georgia,0,1939,\N,19,"Comedy,Short"
tt0031668,movie,Moon Over Harlem,Moon Over Harlem,0,1939,\N,69,"Crime,Drama,Music"
tt0031669,movie,Tomorrow It Will Be Better,Morgen gaat 't beter!,0,1939,\N,101,Drama
tt0031670,movie,Morgen werde ich verhaftet,Morgen werde ich verhaftet,0,1939,\N,85,\N
tt0031671,movie,Mot nya tider,Mot nya tider,0,1939,\N,97,Drama
tt0031672,movie,Motel the Operator,Motel the Operator,0,1940,\N,88,Drama
tt0031674,movie,Mountain Rhythm,Mountain Rhythm,0,1939,\N,61,"Drama,Music,Western"
tt0031675,movie,Mr. Chedworth Steps Out,Mr. Chedworth Steps Out,0,1939,\N,92,"Comedy,Crime,Drama"
tt0031676,movie,Mr. Moto Takes a Vacation,Mr. Moto Takes a Vacation,0,1939,\N,65,"Action,Crime,Drama"
tt0031677,movie,Mr. Moto in Danger Island,Mr. Moto in Danger Island,0,1939,\N,64,"Crime,Drama,Music"
tt0031678,movie,Mr. Moto's Last Warning,Mr. Moto's Last Warning,0,1939,\N,71,"Crime,Drama,Mystery"
tt0031679,movie,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,0,1939,\N,129,"Comedy,Drama"
tt0031680,movie,Mr. Wong in Chinatown,Mr. Wong in Chinatown,0,1939,\N,71,"Adventure,Crime,Drama"
tt0031682,movie,Mrs. Pym of Scotland Yard,Mrs. Pym of Scotland Yard,0,1940,\N,65,"Crime,Mystery"
tt0031683,movie,The Dead Man Died,El muerto murió,0,1939,\N,80,Comedy
tt0031684,movie,Murder in the Night,Murder in Soho,0,1939,\N,70,"Crime,Drama"
tt0031685,movie,Murder Will Out,Murder Will Out,0,1939,\N,65,"Crime,Drama"
tt0031686,movie,Murder Is News,Murder Is News,0,1937,\N,55,Mystery
tt0031687,movie,Muzhestvo,Muzhestvo,0,1939,\N,73,Adventure
tt0031689,short,Betty Boop- Musical Mountaineers,Musical Mountaineers,0,1939,\N,6,"Animation,Musical,Short"
tt0031690,movie,Mutiny in the Big House,Mutiny in the Big House,0,1939,\N,83,"Crime,Drama"
tt0031691,movie,Mutiny on the Blackhawk,Mutiny on the Blackhawk,0,1939,\N,66,"Adventure,Romance"
tt0031692,short,Mutiny on the Body,Mutiny on the Body,0,1939,\N,\N,"Comedy,Short"
tt0031693,movie,Mother Love,Mutterliebe,0,1939,\N,106,Drama
tt0031694,short,My Friend the Monkey,My Friend the Monkey,0,1939,\N,7,"Animation,Comedy,Family"
tt0031697,movie,My Son,My Son,0,1939,\N,90,Drama
tt0031698,movie,My Son Is Guilty,My Son Is Guilty,0,1939,\N,63,Drama
tt0031699,movie,My Son Is a Criminal,My Son Is a Criminal,0,1939,\N,60,"Action,Crime,Drama"
tt0031701,movie,The Mysterious Miss X,The Mysterious Miss X,0,1939,\N,65,"Comedy,Crime,Mystery"
tt0031702,movie,The Mysterious Mr. Davis,The Mysterious Mr. Davis,0,1939,\N,58,Drama
tt0031703,movie,Mystery Plane,Mystery Plane,0,1939,\N,60,"Action,Adventure,Crime"
tt0031704,movie,The Mystery of Mr. Wong,The Mystery of Mr. Wong,0,1939,\N,68,Mystery
tt0031705,movie,Mystery of the White Room,Mystery of the White Room,0,1939,\N,58,"Crime,Film-Noir,Mystery"
tt0031707,movie,Men Are That Way,Männer müssen so sein,0,1939,\N,100,"Crime,Drama"
tt0031708,movie,Nancy Drew and the Hidden Staircase,Nancy Drew and the Hidden Staircase,0,1939,\N,60,"Comedy,Crime,Family"
tt0031709,movie,Nancy Drew... Reporter,Nancy Drew... Reporter,0,1939,\N,68,"Comedy,Crime,Family"
tt0031710,movie,Nancy Drew... Trouble Shooter,Nancy Drew... Trouble Shooter,0,1939,\N,68,"Comedy,Crime,Mystery"
tt0031711,short,Naughty But Mice,Naughty But Mice,0,1939,\N,8,"Animation,Comedy,Family"
tt0031712,movie,Naughty But Nice,Naughty But Nice,0,1939,\N,89,"Comedy,Music,Musical"
tt0031713,short,Naughty Neighbors,Naughty Neighbors,0,1939,\N,6,"Animation,Comedy,Family"
tt0031715,movie,Navy Secrets,Navy Secrets,0,1939,\N,62,"Adventure,Crime,Drama"
tt0031716,movie,Never Say Die,Never Say Die,0,1939,\N,82,"Comedy,Musical,Romance"
tt0031717,short,Never Sock a Baby,Never Sock a Baby,0,1939,\N,6,"Animation,Comedy,Family"
tt0031718,movie,New Frontier,New Frontier,0,1939,\N,57,"Drama,Western"
tt0031719,movie,News Is Made at Night,News Is Made at Night,0,1939,\N,70,"Action,Adventure,Comedy"
tt0031720,movie,Newsboys' Home,Newsboys' Home,0,1938,\N,73,"Action,Crime,Drama"
tt0031721,movie,"Nick Carter, Master Detective","Nick Carter, Master Detective",0,1939,\N,59,Mystery
tt0031722,movie,The Night Riders,The Night Riders,0,1939,\N,56,"Drama,Western"
tt0031723,movie,Night Work,Night Work,0,1939,\N,60,"Comedy,Drama"
tt0031724,movie,The Night of Nights,The Night of Nights,0,1939,\N,86,Drama
tt0031725,movie,Ninotchka,Ninotchka,0,1939,\N,110,"Comedy,Romance"
tt0031726,movie,No Place to Go,No Place to Go,0,1939,\N,56,"Drama,Romance"
tt0031728,movie,Noch v sentyabre,Noch v sentyabre,0,1939,\N,\N,Drama
tt0031729,movie,Dark Night of the Mayas,La noche de los mayas,0,1939,\N,101,"Drama,Fantasy,Romance"
tt0031731,movie,North Sea Patrol,Luck of the Navy,0,1938,\N,64,Drama
tt0031732,movie,North of Shanghai,North of Shanghai,0,1939,\N,59,"Drama,War"
tt0031734,short,Nothing But Pleasure,Nothing But Pleasure,0,1940,\N,20,"Comedy,Short"
tt0031735,movie,Night in December,Nuit de décembre,0,1939,\N,82,\N
tt0031736,short,Number 1,Number 1,0,1939,\N,3,"Animation,Short"
tt0031737,movie,Nurse Edith Cavell,Nurse Edith Cavell,0,1939,\N,108,"Biography,Drama,War"
tt0031738,movie,The Nursemaid Who Disappeared,The Nursemaid Who Disappeared,0,1939,\N,86,"Crime,Drama"
tt0031739,movie,A nönek mindig sikerül,A nönek mindig sikerül,0,1940,\N,79,\N
tt0031740,short,The Obedient Flame,The Obedient Flame,0,1939,\N,18,"Documentary,Short"
tt0031742,movie,Of Mice and Men,Of Mice and Men,0,1939,\N,106,"Adventure,Drama"
tt0031743,movie,Off the Record,Off the Record,0,1939,\N,62,Drama
tt0031744,short,Officer Duck,Officer Duck,0,1939,\N,7,"Animation,Comedy,Crime"
tt0031745,movie,Ohnivé léto,Ohnivé léto,0,1939,\N,89,"Drama,Romance"
tt0031746,short,"Oily to Bed, Oily to Rise","Oily to Bed, Oily to Rise",0,1939,\N,18,"Comedy,Short"
tt0031747,movie,The Oklahoma Kid,The Oklahoma Kid,0,1939,\N,85,"Action,Drama,Western"
tt0031748,movie,Oklahoma Terror,Oklahoma Terror,0,1939,\N,50,Western
tt0031749,short,Old Glory,Old Glory,0,1939,\N,9,"Animation,Drama,Family"
tt0031750,movie,The Old Maid,The Old Maid,0,1939,\N,95,Drama
tt0031751,movie,Old Mother Riley Joins Up,Old Mother Riley Joins Up,0,1939,\N,75,Comedy
tt0031752,movie,Old Mother Riley M.P.,Old Mother Riley M.P.,0,1939,\N,77,Comedy
tt0031753,movie,Ombyte förnöjer,Ombyte förnöjer,0,1939,\N,79,Comedy
tt0031754,movie,On Borrowed Time,On Borrowed Time,0,1939,\N,99,"Drama,Family,Fantasy"
tt0031755,movie,On Trial,On Trial,0,1939,\N,61,Drama
tt0031756,movie,On Your Toes,On Your Toes,0,1939,\N,94,"Comedy,Music"
tt0031757,movie,The Fugitive,On the Night of the Fire,0,1939,\N,94,"Drama,Film-Noir,Thriller"
tt0031759,movie,One Hour to Live,One Hour to Live,0,1939,\N,61,Drama
tt0031760,short,One Mother's Family,One Mother's Family,0,1939,\N,9,"Animation,Comedy,Family"
tt0031761,movie,...One Third of a Nation...,...One Third of a Nation...,0,1939,\N,79,Drama
tt0031762,movie,Only Angels Have Wings,Only Angels Have Wings,0,1939,\N,121,"Adventure,Drama,Romance"
tt0031763,movie,Opernball,Opernball,0,1939,\N,107,"Comedy,Musical,Romance"
tt0031764,movie,The Oregon Trail,The Oregon Trail,0,1939,\N,320,"Drama,Western"
tt0031765,movie,Oshidori utagassen,Oshidori utagassen,0,1939,\N,69,"Comedy,Musical"
tt0031766,movie,Oss baroner emellan,Oss baroner emellan,0,1939,\N,85,Comedy
tt0031767,movie,Our Leading Citizen,Our Leading Citizen,0,1939,\N,89,"Drama,Music,Romance"
tt0031768,movie,Our Neighbors - The Carters,Our Neighbors - The Carters,0,1939,\N,85,"Comedy,Drama,Music"
tt0031769,movie,Outlaws' Paradise,Outlaws' Paradise,0,1939,\N,62,"Drama,Western"
tt0031770,movie,Outpost of the Mounties,Outpost of the Mounties,0,1939,\N,63,"Drama,Music,Western"
tt0031771,movie,Outside These Walls,Outside These Walls,0,1939,\N,60,"Crime,Drama"
tt0031772,movie,Overland Mail,Overland Mail,0,1939,\N,51,"Drama,Western"
tt0031773,movie,Overland with Kit Carson,Overland with Kit Carson,0,1939,\N,300,"Drama,Western"
tt0031774,movie,Pacific Liner,Pacific Liner,0,1939,\N,76,"Action,Adventure,Drama"
tt0031775,movie,Pack Up Your Troubles,Pack Up Your Troubles,0,1939,\N,75,"Comedy,Musical,War"
tt0031776,movie,The Pal from Texas,The Pal from Texas,0,1939,\N,56,"Music,Romance,Western"
tt0031777,movie,Panama Lady,Panama Lady,0,1939,\N,65,"Drama,Romance"
tt0031778,movie,Panama Patrol,Panama Patrol,0,1939,\N,67,"Action,Drama,Mystery"
tt0031779,movie,Panik,Panik,0,1939,\N,107,\N
tt0031781,movie,Le père Lebonnard,Le père Lebonnard,0,1939,\N,90,Comedy
tt0031782,movie,Papà per una notte,Papà per una notte,0,1939,\N,80,"Comedy,Romance"
tt0031783,movie,Bachelor's Paradise,Paradies der Junggesellen,0,1939,\N,91,Comedy
tt0031784,movie,Paradise in Harlem,Paradise in Harlem,0,1939,\N,85,"Comedy,Drama,Musical"
tt0031785,movie,Pardon Our Nerve,Pardon Our Nerve,0,1939,\N,65,"Comedy,Music,Romance"
tt0031787,movie,Paris Honeymoon,Paris Honeymoon,0,1939,\N,92,"Comedy,Musical"
tt0031788,movie,Parkstrasse 13,Parkstrasse 13,0,1939,\N,88,"Crime,Drama"
tt0031789,movie,Two on a Vacation,Pazza di gioia,0,1940,\N,78,Comedy
tt0031790,short,Peace on Earth,Peace on Earth,0,1939,\N,9,"Animation,Drama,Short"
tt0031791,movie,Il peccato di Rogelia Sanchez,Il peccato di Rogelia Sanchez,0,1940,\N,83,Drama
